ID	Cognate_ID	Year	Original_Form	Orthography	Ortho_Segments	IPA	IPA_Segments	Indonesian	English	English_Original	Doculect	Sources	Note_for_Year	Note_for_Cognate	Crossreference	PAN_Etymon	PAN_English	PAN_Source	PMP_Etymon	PMP_English	PMP_Source	Etymology_Source	Concepticon_Gloss	Semantic_Field	Concepticon	Number_of_Cognates
992	264	1855	nape_wakemaina	napE_wakEma:ina	n a p E _ w a k E m a:i n a	napɛ_wakɛmaina	n a p ɛ _ w a k ɛ m ai n a	bisa (dapat)	can		Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BE ABLE	Basic actions and technology	https://concepticon.clld.org/parameters/972	1
993	265	1891	anoahak²	anoaha'	a n o a h a '	anoahaʔ	a n o a h a ʔ	bisa (dapat)	can		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BE ABLE	Basic actions and technology	https://concepticon.clld.org/parameters/972	2
994	265	1891	anoahak²	anoaha'	a n o a h a '	anoahaʔ	a n o a h a ʔ	bisa (dapat)	can		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BE ABLE	Basic actions and technology	https://concepticon.clld.org/parameters/972	2
995	265	1895	anoaha(k)	anOaha'	a n O a h a '	anɔahaʔ	a n ɔ a h a ʔ	bisa (dapat)	can	able	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BE ABLE	Basic actions and technology	https://concepticon.clld.org/parameters/972	2
996	266	1894	noha_chia	noha_kia	n o h a _ k i a	noha_kia	n o h a _ k i a	bisa (dapat)	can		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BE ABLE	Basic actions and technology	https://concepticon.clld.org/parameters/972	1
997	267	2011	ianome	ianomE	i a n o m E	ianomɛ	i a n o m ɛ	selokan	canal (small)		Enggano Meok	Yoder 2011	The Indonesian translation for this word is 'siring'	NA	NA	NA	NA	NA	NA	NA	NA	NA	DITCH	Agriculture and vegetation	https://concepticon.clld.org/parameters/2002	1
998	268	2019	ekobė_koik	ekobė_koik	e k o b ė _ k o i k	ekobә_koik	e k o b ә _ k o i k	selokan	canal (small)		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DITCH	Agriculture and vegetation	https://concepticon.clld.org/parameters/2002	1
999	269	<1855	boeka-koeka	buka-kuka	b u k a - k u k a	buka-kuka	b u k a - k u k a	meriam	cannon		Enggano	Brouwer <1855	NA	NA	cf. shoot	NA	NA	NA	NA	NA	NA	NA	CANNON	Warfare and hunting	https://concepticon.clld.org/parameters/3202	3
1000	269	1895	pŏŏkie	pOOki	p O O k i	pɔːki	p ɔː k i	meriam	cannon	rifle, cannon, gun powder, k.o. small cannon	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	cf. shoot	NA	NA	NA	NA	NA	NA	NA	CANNON	Warfare and hunting	https://concepticon.clld.org/parameters/3202	3
1001	269	1987	eopoʔoki	eopo'oki	e o p o ' o k i	eopoʔoki	e o p o ʔ o k i	meriam	cannon	shooting instrument, gun, pistol, cannon	Enggano	Kähler 1987	NA	NA	cf. shoot	NA	NA	NA	NA	NA	NA	NA	CANNON	Warfare and hunting	https://concepticon.clld.org/parameters/3202	3
1002	270	2011	ki-dadaʔɨɘh	ki-dada'u̇ėh	k i - d a d a ' u̇ ė h	ki-dadaʔɨəh	k i - d a d a ʔ ɨ ə h	merawat pasangan almarhum	care for spouse of deceased		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1003	271	1987	earoʔoa	earo'oa	e a r o ' o a	earoʔoa	e a r o ʔ o a	bangkai	carrion		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CORPSE	The body	https://concepticon.clld.org/parameters/767	1
1004	272	1895	oefā	ufaa	u f a a	ufaː	u f aː	mendukung	carry on back		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY ON BACK	Motion	https://concepticon.clld.org/parameters/465	2
1005	272	1987	kũpã	kũpã	k ũ p ã	kũpã	k ũ p ã	mendukung	carry on back		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY ON BACK	Motion	https://concepticon.clld.org/parameters/465	2
1006	273	1895	kiŏfaj	kiOfay	k i O f a y	kiɔfaj	k i ɔ f a j	menggendong	carry on hip	carry on back, carry on hip	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOLD	Possession	https://concepticon.clld.org/parameters/1448	1
1007	274	1864	koleh	kOleh	k O l e h	kɔleh	k ɔ l e h	memikul	carry on shoulders with a carrying pole	carry	Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1008	274	1891	kolè	kolE	k o l E	kolɛ	k o l ɛ	memikul	carry on shoulders with a carrying pole		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1009	274	1891	kolè	kolE	k o l E	kolɛ	k o l ɛ	memikul	carry on shoulders with a carrying pole		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1010	274	1895	kolè [amie amie]	kOlE [ami ami]	k O l E # [ a m i # a m i ]	kɔlɛ [ami ami]	k ɔ l ɛ # [ a m i # a m i ]	memikul	carry on shoulders with a carrying pole	to shoulder	Enggano Pulau Dua 1895	Stockhof 1987	kolè [amie amie] means 'carry on shoulders'	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1011	274	1895	kolè [poeha]	kOlE [puha]	k O l E # [ p u h a ]	kɔlɛ [puha]	k ɔ l ɛ # [ p u h a ]	memikul	carry on shoulders with a carrying pole	to shoulder	Enggano Pulau Dua 1895	Stockhof 1987	kolè [poeha] means 'carry on head'	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1012	274	1916	kolè	kolE	k o l E	kolɛ	k o l ɛ	memikul	carry on shoulders with a carrying pole		Enggano	Helfrich 1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1013	274	1987	kole	kole	k o l e	kole	k o l e	memikul	carry on shoulders with a carrying pole		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1014	274	1987	kore	kore	k o r e	kore	k o r e	memikul	carry on shoulders with a carrying pole		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1015	274	1987	kode	kode	k o d e	kode	k o d e	memikul	carry on shoulders with a carrying pole		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARRY (WITH POLE ON SHOULDER)	Basic actions and technology	https://concepticon.clld.org/parameters/3438	4
1016	275	1891	amahènie	amahEni	a m a h E n i	amahɛni	a m a h ɛ n i	mengukir	carve		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARVE	Basic actions and technology	https://concepticon.clld.org/parameters/228	2
1017	275	1987	kamẽhẽnĩ	kamẽhẽnĩ	k a m ẽ h ẽ n ĩ	kamẽhẽnĩ	k a m ẽ h ẽ n ĩ	mengukir	carve		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CARVE	Basic actions and technology	https://concepticon.clld.org/parameters/228	2
1018	276	1855	obie	obi	o b i	obi	o b i	ubi	cassava/yam/tuber		Enggano South?	v. Rosenberg 1855	NA	loanword from Malay ubi?		NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	1
1019	277	1987	ekixẽnȭ	ekixẽnõõ	e k i x ẽ n õ õ	ekiçẽnɔ̃ː	e k i ç ẽ n ɔ̃ː	ubi	cassava/yam/tuber		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	1
1020	278	<1855	e-wa	E'wa	E ' w a	ɛʔwa	ɛ ʔ w a	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano	Brouwer <1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1021	278	1855	ewa	Ewa	E w a	ɛwa	ɛ w a	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1022	278	1888	éba	eba	e b a	eba	e b a	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano	Helfrich 1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1023	278	1891	èba(ĕ)	Eba(ė)	E b a ( ė )	ɛba(ə)	ɛ b a ( ə )	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1024	278	1891	èba(ĕ)	Eba(ė)	E b a ( ė )	ɛba(ə)	ɛ b a ( ə )	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1025	278	1895	ebae	ebae	e b a e	ebae	e b a e	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1026	278	1987	ebao	ebao	e b a o	ebao	e b a o	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1027	278	2011	ba	ba	b a	ba	b a	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1028	278	2019	eba	eba	e b a	eba	e b a	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	8
1029	279	1891	kikobak²	kikoba'	k i k o b a '	kikobaʔ	k i k o b a ʔ	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1030	279	1891	kikobak²	kikoba'	k i k o b a '	kikobaʔ	k i k o b a ʔ	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1031	279	1895	kikoha(k)	kikOha'	k i k O h a '	kikɔhaʔ	k i k ɔ h a ʔ	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1032	279	1979	kikokirkeke	kikokirkeke	k i k o k i r k e k e	kikokirkeke	k i k o k i r k e k e	ubi	cassava/yam/tuber (Manihot utilissima)	pile of yam	Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1033	279	1987	ekikoha	ekikoha	e k i k o h a	ekikoha	e k i k o h a	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1034	279	2011	ki-koh	ki-koh	k i - k o h	ki-koh	k i - k o h	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Meok	Yoder 2011	ki-koh must be a more conservative form than kɘ	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1035	279	2011	kɘ	kė	k ė	kə	k ə	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Meok	Yoder 2011		NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1036	279	2019	kikoh	kikoh	k i k o h	kikoh	k i k o h	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Elicitation	Aron 2019	kikoh must be a more conservative form than kė	NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1037	279	2019	kė	kė	k ė	kә	k ә	ubi	cassava/yam/tuber (Manihot utilissima)		Enggano Elicitation	Aron 2019		NA	NA	NA	NA	NA	NA	NA	NA	NA	CASSAVA	Agriculture and vegetation	https://concepticon.clld.org/parameters/925	6
1038	280	1987	kipa͜iʔio	kipa:i'io	k i p a: i ' i o	kipa͜iʔio	k i p a͜ i ʔ i o	mengulurkan	cast rope	cast spear	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1039	280	2011	ʔa-ioiaʔ	'a-io:ia'	' a - i o:i a '	ʔa-iɔiaʔ	ʔ a - i ɔi a ʔ	mengulurkan	cast rope		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1040	281	2019	konona	konona	k o n o n a	konona	k o n o n a	mengulurkan	cast rope		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1041	282	1888	èoboieĕ	Eobo:ieė	E o b o:i e ė	ɛobɔieə	ɛ o b ɔi e ə	jaring	casting net	fishing net	Enggano	Helfrich 1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1042	282	1987	eʔoʔoboi	e'o'oboi	e ' o ' o b o i	eʔoʔoboi	e ʔ o ʔ o b o i	jaring	casting net		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1043	283	1891	foe_èkè[hounè]	fu_EkE[ho:unE]	f u _ E k E [ h o:u n E ]	fu_ɛkɛ[hɔunɛ]	f u _ ɛ k ɛ [ h ɔu n ɛ ]	kebiri	castrated		Enggano Kèfoe	Helfrich & Pieters 1891	meaning of èkè[hounè] unclear, perhaps 'woman'?	NA	NA	NA	NA	NA	NA	NA	NA	NA	GELD	Animals	https://concepticon.clld.org/parameters/29	3
1044	283	1891	poe_èkè[hounè]	pu_EkE[ho:unE]	p u _ E k E [ h o:u n E ]	pu_ɛkɛ[hɔunɛ]	p u _ ɛ k ɛ [ h ɔu n ɛ ]	kebiri	castrated		Enggano Barohia	Helfrich & Pieters 1891	meaning of èkè[hounè] unclear, perhaps 'woman'?	NA	NA	NA	NA	NA	NA	NA	NA	NA	GELD	Animals	https://concepticon.clld.org/parameters/29	3
1045	283	1987	kipuʔeʔe͜i	kipu'e'e:i	k i p u ' e ' e: i	kipuʔeʔe͜i	k i p u ʔ e ʔ e͜ i	kebiri	castrated	castrate, make (a woman) infertile, sterilize	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GELD	Animals	https://concepticon.clld.org/parameters/29	3
1046	283	1987	kabuʔeʔe͜i	kabu'e'e:i	k a b u ' e ' e: i	kabuʔeʔe͜i	k a b u ʔ e ʔ e͜ i	kebiri	castrated	castrate, make (a woman) infertile, sterilize	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GELD	Animals	https://concepticon.clld.org/parameters/29	3
1047	284	1888	mèo	mEo	m E o	mɛo	m ɛ o	kucing	cat		Enggano	Helfrich 1888	""mèo"" belongs to Helfrich's ""second dialect"" and is contrasted with bèo-bèo from the ""first dialect"" (cf. dog)	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	5
1048	284	1891	èmè	EmE	E m E	ɛmɛ	ɛ m ɛ	kucing	cat		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	5
1049	284	1895	mèo	mEO	m E O	mɛɔ	m ɛ ɔ	kucing	cat	animal, beast	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	5
1050	284	1916	meo?	meo?	m e o ?	meo?	m e o ?	kucing	cat		Enggano	Helfrich 1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	5
1051	284	1987	emẽ́ãũ	emẽ́ãũ	e m ẽ́ ã ũ	emẽ́ãũ	e m ẽ́ ã ũ	kucing	cat		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	5
1052	284	2011	mea	mEa	m E a	mɛa	m ɛ a	kucing	cat		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	5
1053	284	2019	mea	mea	m e a	mea	m e a	kucing	cat		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	5
1054	284	2023	mea	mea	m e a	mea	m e a	kucing	cat		Contemporary Enggano	Zakaria et al. 2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	5
1055	285	1894	eáo	eao	e a o	eao	e a o	kucing	cat		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAT	Animals	https://concepticon.clld.org/parameters/1208	1
1056	286	1987	kidaʔa(o)	kida'a(o)	k i d a ' a ( o )	kidaʔa(o)	k i d a ʔ a ( o )	menangkap	catch		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CATCH	Motion	https://concepticon.clld.org/parameters/702	1
1057	287	1891	kaie	kai	k a i	kai	k a i	menangkap	catch		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30222"" target=""_blank"">dakəp</a>	catch	ACD	*<a href=""https://acd.clld.org/cognatesets/30222"" target=""_blank"">dakəp</a>	catch	ACD	Zobel	CATCH	Motion	https://concepticon.clld.org/parameters/702	1
1058	287	1891	kaie	kai	k a i	kai	k a i	menangkap	catch		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30222"" target=""_blank"">dakəp</a>	catch	ACD	*<a href=""https://acd.clld.org/cognatesets/30222"" target=""_blank"">dakəp</a>	catch	ACD	Zobel	CATCH	Motion	https://concepticon.clld.org/parameters/702	1
1059	288	1891	kono	kono	k o n o	kono	k o n o	menangkap (air)	catch (water)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CONTAIN	Possession	https://concepticon.clld.org/parameters/697	2
1060	288	1891	kono	kono	k o n o	kono	k o n o	menangkap (air)	catch (water)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CONTAIN	Possession	https://concepticon.clld.org/parameters/697	2
1061	288	1987	kõnõʔõ	kõnõ'õ	k õ n õ ' õ	kɔ͂nɔ͂ʔɔ͂	k ɔ͂ n ɔ͂ ʔ ɔ͂	menangkap (air)	catch (water)		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CONTAIN	Possession	https://concepticon.clld.org/parameters/697	2
1062	289	1888	dafèhodoe	dafEhodu	d a f E h o d u	dafɛhodu	d a f ɛ h o d u	ulat	caterpillar		Enggano	Helfrich 1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CATERPILLAR	Animals	https://concepticon.clld.org/parameters/2247	1
1063	290	1888	kioboe_najomoe	kiobu_najomu	k i o b u _ n a j o m u	kiobu_nad͡ʒomu	k i o b u _ n a d͡ʒ o m u	penyebab penyakit	cause of disease		Enggano	Helfrich 1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1064	291	1895	pohanoema	pOhanuma	p O h a n u m a	pɔhanuma	p ɔ h a n u m a	langit-langit rumah	ceiling beam		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BEAM	The house	https://concepticon.clld.org/parameters/1132	2
1065	291	1987	epohanũmã	epohanũmã	e p o h a n ũ m ã	epohanũmã	e p o h a n ũ m ã	langit-langit rumah	ceiling beam	roof ridge	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BEAM	The house	https://concepticon.clld.org/parameters/1132	2
1066	291	1987	epohonũmã	epohonũmã	e p o h o n ũ m ã	epohonũmã	e p o h o n ũ m ã	langit-langit rumah	ceiling beam	roof ridge	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BEAM	The house	https://concepticon.clld.org/parameters/1132	2
1067	292	<1855	oko	OkO	O k O	ɔkɔ	ɔ k ɔ	lipan	centipede		Enggano	Brouwer <1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CENTIPEDE	Animals	https://concepticon.clld.org/parameters/1974	1
1068	292	1855	oko	oko	o k o	oko	o k o	lipan	centipede		Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CENTIPEDE	Animals	https://concepticon.clld.org/parameters/1974	1
1069	293	1987	kitaháu	kitaháu	k i t a h á u	kitaháu	k i t a h á u	lipan	centipede	millipede (venomous)	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CENTIPEDE	Animals	https://concepticon.clld.org/parameters/1974	2
1070	293	2011	kitaha	kitaha	k i t a h a	kitaha	k i t a h a	lipan	centipede		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CENTIPEDE	Animals	https://concepticon.clld.org/parameters/1974	2
1071	293	2019	kitaha	kitaha	k i t a h a	kitaha	k i t a h a	lipan	centipede		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CENTIPEDE	Animals	https://concepticon.clld.org/parameters/1974	2
1072	293	2023	kitaha	kitaha	k i t a h a	kitaha	k i t a h a	lipan	centipede		Contemporary Enggano	Zakaria et al. 2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CENTIPEDE	Animals	https://concepticon.clld.org/parameters/1974	2
1073	294	1895	wakipoehaiā	wakipuhaiaa	w a k i p u h a i a a	wakipuhaiaː	w a k i p u h a i aː	yakin	certain		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CERTAIN	Cognition	https://concepticon.clld.org/parameters/509	1
1074	295	2011	kakeʔep	kakE'Ep	k a k E ' E p	kakɛʔɛp	k a k ɛ ʔ ɛ p	kapur (sirih)	chalk		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LIME (MATERIAL)	The physical world	https://concepticon.clld.org/parameters/2540	3
1075	295	2019	kaka'ep	kaka'ep	k a k a ' e p	kakaʔep	k a k a ʔ e p	kapur (sirih)	chalk		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LIME (MATERIAL)	The physical world	https://concepticon.clld.org/parameters/2540	3
1076	295	2023	ka_ke'ep	ka_ke'ep	k a _ k e ' e p	ka_keʔep	k a _ k e ʔ e p	kapur (sirih)	chalk		Contemporary Enggano	Zakaria et al. 2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LIME (MATERIAL)	The physical world	https://concepticon.clld.org/parameters/2540	3
1077	296	1888	koonĕ	koonė	k o o n ė	koonə	k o o n ə	mengubah	change	exchange, trade	Enggano	Helfrich 1888	""koonĕ"" belongs to Helfrich's ""second dialect""	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHANGE (SOMETHING)	Spatial relations	https://concepticon.clld.org/parameters/2856	2
1078	296	1891	mahonĕ	mahonė	m a h o n ė	mahonə	m a h o n ə	mengubah	change		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHANGE (SOMETHING)	Spatial relations	https://concepticon.clld.org/parameters/2856	2
1079	296	1891	mahonĕ	mahonė	m a h o n ė	mahonə	m a h o n ə	mengubah	change		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHANGE (SOMETHING)	Spatial relations	https://concepticon.clld.org/parameters/2856	2
1080	297	1891	falihoujak²	falixo:uya'	f a l i x o:u y a '	faliçɔujaʔ	f a l i ç ɔu j a ʔ	kacau	chaotic		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MESS	The physical world	https://concepticon.clld.org/parameters/1083	2
1081	297	1891	parihoujak²	parixo:uya'	p a r i x o:u y a '	pariçɔujaʔ	p a r i ç ɔu j a ʔ	kacau	chaotic		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MESS	The physical world	https://concepticon.clld.org/parameters/1083	2
1082	298	1891	èkohok_èjobi	Ekohok_Eyobi	E k o h o k _ E y o b i	ɛkohok_ɛjobi	ɛ k o h o k _ ɛ j o b i	arang	charcoal		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHARCOAL	The physical world	https://concepticon.clld.org/parameters/1188	2
1083	298	1891	èkohok_èjobi	Ekohok_Eyobi	E k o h o k _ E y o b i	ɛkohok_ɛjobi	ɛ k o h o k _ ɛ j o b i	arang	charcoal		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CHARCOAL	The physical world	https://concepticon.clld.org/parameters/1188	2
