year	words	indonesian_gloss	english_gloss	semantic_field	EngganoLanguage	EngganoSource	id	year_id	english_new	n_word	notes	note_year	note_id	note_etc
1987	kũnã	terpotong	cut off		Enggano	Kähler 1987	455	1987K	cut off	1				
1888	èhora	tarian	dance (n.)		Enggano	Helfrich 1888	456	1888	dance and singing	1				
1894	maenu cahora	tarian	dance (n.)		Enggano	Modigliani 1894	456	1894	dance (n.)	1				
1895	èoekoek	menari	dance (v.)	activities	Enggano Pulau Dua 1895	Stockhof 1987	457	1895	dance (v.)	1				
2011	kaʔ-noke	menari	dance (v.)	activities	Enggano Meok	Yoder 2011	458	2011	dance (v.)	1				
2019	kanõkẽ	menari	dance (v.)	activities	Enggano Elicitation	Aron 2019	458	2019	dance (v.)	1				
1855	mokomehema	berani	dare	other	Enggano South?	v. Rosenberg 1855	459	1855vR	dare	1				
1855	moeka mahaina ; moeka maina	berani	dare	other	Enggano Northwest?	vd Straten & S. 1855	459	1855vdS	dare	2	first word means 'diligent', second word means 'dare'	<w><m>moeka mahaina</m> <def> means 'diligent'</def></w> ; <w><m>moeka maina</m> <def>  means 'dare'</def></w>		
1855	kefofo	gelap	dark	colours	Enggano Northwest?	vd Straten & S. 1855	460	1855vdS	dark	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
1864	ka-pohpoh	gelap	dark	colours	Enggano North	Walland 1864	460	1864	blind	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
1891	kĕföfö	gelap	dark	colours	Enggano Kèfoe	Helfrich & Pieters 1891	460	1891	dark, gloomy, fog	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
1891	kĕpöpö	gelap	dark	colours	Enggano Barohia	Helfrich & Pieters 1891	460	1891	dark, gloomy, fog	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
1894	capòpo [elòpo]	gelap	dark	colours	Enggano	Modigliani 1894	460	1894	dark	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
1987	kapõpȭ	gelap	dark	colours	Enggano	Kähler 1987	460	1987K	become dark, dusky, gloomy	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
1987	kEpēpē	gelap	dark	colours	Enggano Banjar Sari	Kasim et al. 1987	460	1987	fog	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
2011	ka-pɘ̃pɘ	gelap	dark	colours	Enggano Meok	Yoder 2011	460	2011	foggy	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
2019	kapẽ̇pẽ	gelap	dark	colours	Enggano Elicitation	Aron 2019	460	2019	foggy	1			The relationship between ipõ 'smoke, fog' and põ 'dark' is not clear at this stage	cf. smoke
1855	koelemak	gelap	dark	colours	Enggano South?	v. Rosenberg 1855	461	1855vR	dark	1				
2011	pa-hobeʔ	berkencan	date (v.)		Enggano Meok	Yoder 2011	462	2011	date (v.)	1				
2019	pahhobe	berkencan	date (v.)		Enggano Elicitation	Aron 2019	462	2019	date (v.)	1				
1864	harah-howdah	anak perempuan	daughter	kinship	Enggano North	Walland 1864	463	1864	daughter	1				unmarried_;_cf. child
1870	ejara ehoda	anak perempuan	daughter	kinship	Enggano	Francis 1870	463	1870	daughter	1				unmarried_;_cf. child
1879	éjara éhoda	anak perempuan	daughter	kinship	Enggano	Oudemans 1879	463	1879	daughter	1				unmarried_;_cf. child
1895	èara hōda	anak perempuan	daughter	kinship	Enggano Pulau Dua 1895	Stockhof 1987	463	1895	daughter	1				unmarried_;_cf. child
1864	harah-howdah aboe peradoe	anak perempuan	daughter	kinship	Enggano North	Walland 1864	464	1864	daughter	1				married
1895	lahiboekĕ èara	menantu perempuan	daughter-in-law	kinship	Enggano Pulau Dua 1895	Stockhof 1987	465	1895	daughter-in-law	1				
1891	boedajak²	fajar	dawn		Enggano Kèfoe	Helfrich & Pieters 1891	466	1891	dawn	1				5 a.m.
1891	boedajak²	fajar	dawn		Enggano Barohia	Helfrich & Pieters 1891	466	1891	dawn	1				5 a.m.
1888	kaoh	hari	day	time	Enggano	Helfrich 1888	467	1888	day	1	This word belongs to Helfrich's ""second dialect""	""kaoh"" belongs to Helfrich's ""second dialect""		
1891	kohak² ; kahaök²	hari	day	time	Enggano Kèfoe	Helfrich & Pieters 1891	467	1891	day	2				
1891	kohak² ; kahaök²	hari	day	time	Enggano Barohia	Helfrich & Pieters 1891	467	1891	day	2				
1895	haŏ(k)ha	hari	day	time	Enggano Pulau Dua 1895	Stockhof 1987	467	1895	day	1				
<1855	tob	hari	day	time	Enggano	Brouwer <1855	468	<1855	day	1				
1855	ilopo	hari	day	time	Enggano South?	v. Rosenberg 1855	468	1855vR	day	1				
1864	[manika-]loppoh	hari	day	time	Enggano North	Walland 1864	468	1864	day	1				
1895	kienŏhŏ	hari	day	time	Enggano Pulau Dua 1895	Stockhof 1987	468	1895	day	1				
1855	tio	hari	day	time	Enggano Northwest?	vd Straten & S. 1855	469	1855vdS	day	1				
1870	lakiho	hari	day	time	Enggano	Francis 1870	469	1870	day	1				
1879	lakieho	hari	day	time	Enggano	Oudemans 1879	469	1879	day	1				
1888	kiohĕ	hari	day	time	Enggano	Helfrich 1888	469	1888	day	1	This word belongs to Helfrich's ""first dialect""	""kiohĕ"" belongs to Helfrich's ""first dialect""		
1894	cahapò	hari	day	time	Enggano	Modigliani 1894	470	1894	day	1				
2011	hapɨʔ	hari	day	time	Enggano Meok	Yoder 2011	470	2011	day	1				
2019	hapėk	hari	day	time	Enggano Elicitation	Aron 2019	470	2019	day	1				
1870	laiekahadieje	lusa	day after tomorrow		Enggano	Francis 1870	471	1870	day after tomorrow	1				
1891	laikahadiĕ	lusa	day after tomorrow		Enggano Kèfoe	Helfrich & Pieters 1891	471	1891	day after tomorrow	1				
1891	raikahadia	lusa	day after tomorrow		Enggano Barohia	Helfrich & Pieters 1891	471	1891	day after tomorrow	1				
1895	laikahadiĕ ; raikaha diĕ	lusa	day after tomorrow		Enggano Pulau Dua 1895	Stockhof 1987	471	1895	day after tomorrow	2				
2011	daʔikah	lusa	day after tomorrow		Enggano Meok	Yoder 2011	471	2011	day after tomorrow	1				
2019	daikahde	lusa	day after tomorrow		Enggano Elicitation	Aron 2019	471	2019	day after tomorrow	1				
1895	arapohĕ	kemarin lusa	day before yesterday	time	Enggano Pulau Dua 1895	Stockhof 1987	472	1895	day before yesterday	1				
1895	kaiĕkodiĕ	kemarin lusa	day before yesterday	time	Enggano Pulau Dua 1895	Stockhof 1987	473	1895	day before yesterday	1				
2011	ka-kãʔõ	melamun	daydream		Enggano Meok	Yoder 2011	474	2011	daydream	1				
2019	kãkã'õ	melamun	daydream		Enggano Elicitation	Aron 2019	474	2019	daydream	1				
1891	hömanika	siang hari	daylight		Enggano Kèfoe	Helfrich & Pieters 1891	475	1891	daylight	1				
1891	hömanika	siang hari	daylight		Enggano Barohia	Helfrich & Pieters 1891	475	1891	daylight	1				
1895	homanika	siang hari	daylight		Enggano Pulau Dua 1895	Stockhof 1987	475	1895	daylight	1				
1891	kifèhödĕ	tuli	deaf	human features	Enggano Kèfoe	Helfrich & Pieters 1891	476	1891	deaf	1				
1891	kipèhöda	tuli	deaf	human features	Enggano Barohia	Helfrich & Pieters 1891	476	1891	deaf	1				
1894	capihoro	tuli	deaf	human features	Enggano	Modigliani 1894	476	1894	deaf	1				
1895	kifèhŏdŏ ; kipĕ hŏdŏ	tuli	deaf	human features	Enggano Pulau Dua 1895	Stockhof 1987	476	1895	deaf	2				
1987	ki-pehodo	tuli	deaf	human features	Enggano	Kähler 1987	476	1987K	deaf	1				
2011	ki-pehiɘr	tuli	deaf	human features	Enggano Meok	Yoder 2011	476	2011	deaf	1				
2019	kipehiėr	tuli	deaf	human features	Enggano Elicitation	Aron 2019	476	2019	deaf	1				
2011	iabaʔa	kematian	death		Enggano Meok	Yoder 2011	477	2011	death	1				cf. dead
2019	yaba'a	kematian	death		Enggano Elicitation	Aron 2019	477	2019	death	1				cf. dead
1891	èodiokou	hutang	debt		Enggano Kèfoe	Helfrich & Pieters 1891	478	1891	debt	1				
1891	èodiokou	hutang	debt		Enggano Barohia	Helfrich & Pieters 1891	478	1891	debt	1				
1895	èodihŏkoei	hutang	debt		Enggano Pulau Dua 1895	Stockhof 1987	478	1895	debt	1				
1891	fanènèhak²	menipu	deceive		Enggano Kèfoe	Helfrich & Pieters 1891	479	1891	deceit	1				
1891	fanènèhak²	menipu	deceive		Enggano Barohia	Helfrich & Pieters 1891	479	1891	deceit	1				
1895	fanènèha(k)	menipu	deceive		Enggano Pulau Dua 1895	Stockhof 1987	479	1895	deceive	1				
1895	kieakīenènihai	menipu	deceive		Enggano Pulau Dua 1895	Stockhof 1987	480	1895	deceive	1				
1894	paporò	menipu	deceive		Enggano	Modigliani 1894	481	1894	deceive	1				
1855	noeoe	dalam (a.)	deep		Enggano Northwest?	vd Straten & S. 1855	482	1855vdS	deep	1				
1891	ènoek² ; ènok²	dalam (a.)	deep		Enggano Kèfoe	Helfrich & Pieters 1891	482	1891	deep	2				
1891	ènoek² ; ènok²	dalam (a.)	deep		Enggano Barohia	Helfrich & Pieters 1891	482	1891	deep	2				
1895	èno(k)	dalam (a.)	deep		Enggano Pulau Dua 1895	Stockhof 1987	482	1895	deep	1				
2011	kaʔ-nuʔ	dalam (a.)	deep		Enggano Meok	Yoder 2011	482	2011	deep	1				
2019	kanu	dalam (a.)	deep		Enggano Elicitation	Aron 2019	482	2019	deep	1				
1895	aīĕjanoe(k)	dalam (a.)	deep		Enggano Pulau Dua 1895	Stockhof 1987	483	1895	deep	1				
1864	ka-prohbah	biru tua	deep blue	colours	Enggano North	Walland 1864	484	1864	blue	1				
1987	kaʔaparoba	biru tua	deep blue	colours	Enggano	Kähler 1987	484	1987K	deep blue	1				
<1855	proba	laut dalam	deep sea	natural objects	Enggano	Brouwer <1855	485	<1855	beach	1				
1855	parowa	laut dalam	deep sea	natural objects	Enggano South?	v. Rosenberg 1855	485	1855vR	sea	1				
1855	peroba	laut dalam	deep sea	natural objects	Enggano Northwest?	vd Straten & S. 1855	485	1855vdS	shore	1				
1864	praboh	laut dalam	deep sea	natural objects	Enggano North	Walland 1864	485	1864	sea	1				
1987	eparoba	laut dalam	deep sea	natural objects	Enggano	Kähler 1987	485	1987K	deep sea	1				
2011	rusa	rusa	deer		Enggano Meok	Yoder 2011	486	2011	deer	1				loanword
1855	paoea-oea	membela	defend	activities	Enggano South?	v. Rosenberg 1855	487	1855vR	fight (v.)	1				
1987	pauahaʔa ; pauahaʔa͜o ; paoahaʔa	membela	defend	activities	Enggano	Kähler 1987	487	1987K	defend	3				
1987	‘ah'E	menghapus	delete		Enggano Malakoni	Kasim et al. 1987	488	1987	delete	1				
1987	‘ah'E	menghapus	delete		Enggano Banjar Sari	Kasim et al. 1987	488	1987	delete	1				
1891	èdiöboediĕ	dengan sengaja	deliberately		Enggano Kèfoe	Helfrich & Pieters 1891	489	1891	deliberately	1				
1891	èdiöboediĕ	dengan sengaja	deliberately		Enggano Barohia	Helfrich & Pieters 1891	489	1891	deliberately	1				
1987	edahohō	terbatas	delimited		Enggano	Kähler 1987	490	1987K	delimited	1				
2011	kɨdaʔ	menyampaikan	deliver message		Enggano Meok	Yoder 2011	491	2011	deliver message	1				
2019	kikėda	menyampaikan	deliver message		Enggano Elicitation	Aron 2019	491	2019	deliver message	1				
2019	paredak	menyampaikan	deliver message		Enggano Elicitation	Aron 2019	492	2019	deliver message	1				
1987	eʔabakoko	setan	demon		Enggano	Kähler 1987	493	1987K	demon	1				demon that kidnaps little children
1891	kidorofok²	lebat (hutan)	dense (forest)		Enggano Kèfoe	Helfrich & Pieters 1891	494	1891	dense (forest)	1				
1891	kidorofok²	lebat (hutan)	dense (forest)		Enggano Barohia	Helfrich & Pieters 1891	494	1891	dense (forest)	1				
1891	keikoek²wĕ	membantah	deny		Enggano Kèfoe	Helfrich & Pieters 1891	495	1891	deny	1				
1891	keikoek²wĕ	membantah	deny		Enggano Barohia	Helfrich & Pieters 1891	495	1891	deny	1				
1895	adŏ kahapa(k)	menyangkal	deny		Enggano Pulau Dua 1895	Stockhof 1987	496	1895	deny	1				
1987	kipuaka	berangkat	depart	movement	Enggano	Kähler 1987	497	1987K	depart	1				
2011	ki-pokah	berangkat	depart	movement	Enggano Meok	Yoder 2011	497	2011	about to go	1				
1895	èfoeaka	berangkat	depart		Enggano Pulau Dua 1895	Stockhof 1987	498	1895	depart	1				
1895	ĕwak	berangkat	depart		Enggano Pulau Dua 1895	Stockhof 1987	499	1895	depart	1				
1987	eáha͜e	keberangkatan	departure		Enggano	Kähler 1987	500	1987K	departure	1				cf. go
1987	eahe	keberangkatan	departure		Enggano	Kähler 1987	501	1987K	departure	1				cf. go
1870	katofo	turun	descend	movement	Enggano	Francis 1870	502	1870	descend	1				
1879	katofo	turun	descend	movement	Enggano	Oudemans 1879	502	1879	descend	1				
1891	itofo	turun	descend	movement	Enggano Kèfoe	Helfrich & Pieters 1891	502	1891	descend	1				
1891	itofo	turun	descend	movement	Enggano Barohia	Helfrich & Pieters 1891	502	1891	descend	1				
1894	paúho tópo	turun	descend	movement	Enggano	Modigliani 1894	502	1894	descend	1				
1870	ajai ; abai	turun	descend	movement	Enggano	Francis 1870	503	1870	descend	2				
1894	ahitòpo	turun	descend	movement	Enggano	Modigliani 1894	503	1894	descend	1				
1987	kaʔiae	turun	descend	movement	Enggano	Kähler 1987	503	1987K	descend	1				
2011	ʔa-ʔia	turun	descend	movement	Enggano Meok	Yoder 2011	503	2011	descend	1				
1891	kaami	telantar	deserted		Enggano Kèfoe	Helfrich & Pieters 1891	504	1891	deserted	1				
1891	kaami	telantar	deserted		Enggano Barohia	Helfrich & Pieters 1891	504	1891	deserted	1				
1891	kanèonèo	hancur	destroyed		Enggano Kèfoe	Helfrich & Pieters 1891	505	1891	destroyed	1				
1891	kanèonèo	hancur	destroyed		Enggano Barohia	Helfrich & Pieters 1891	505	1891	destroyed	1				
2019	komakũ	iblis	devil		Enggano Elicitation	Aron 2019	506	2019	devil	1				
1891	kiijĕ	embun	dew		Enggano Kèfoe	Helfrich & Pieters 1891	507	1891	dew	1				
1891	kiijĕ	embun	dew		Enggano Barohia	Helfrich & Pieters 1891	507	1891	dew	1				
1987	mbun	embun	dew		Enggano Malakoni	Kasim et al. 1987	507	1987	dew	1				
1987	mbun	embun	dew		Enggano Banjar Sari	Kasim et al. 1987	507	1987	dew	1				
1895	ĕjoe	diare	diarrhea		Enggano Pulau Dua 1895	Stockhof 1987	508	1895	diarrhea	1				
2011	bibi	diare	diarrhea		Enggano Meok	Yoder 2011	509	2011	diarrhea	1				cf. have diarrhea
1895	eŏkŏk	tugal	dibble	human objects	Enggano Pulau Dua 1895	Stockhof 1987	510	1895	dibble	1				
1895	kīdāhăk	tugal	dibble	human objects	Enggano Pulau Dua 1895	Stockhof 1987	511	1895	dibble	1				
1855	ka-a	mati	die		Enggano Northwest?	vd Straten & S. 1855	512	1855vdS	dead	1			ba- and ka- are just different prefixes, the root is /ʔa/	
1864	ba-ah	mati	die		Enggano North	Walland 1864	512	1864	dead	1			ba- and ka- are just different prefixes, the root is /ʔa/	
1888	aaoba ; obaa	mati	die		Enggano	Helfrich 1888	512	1888	die	2	first word means 'die', second word means 'dead'	<w><m>aaoba</m> <def> means 'die'</def></w> ; <w><m>obaa</m> <def>  means 'dead'</def></w>	ba- and ka- are just different prefixes, the root is /ʔa/	
1891	kaa(ĕ)	mati	die		Enggano Kèfoe	Helfrich & Pieters 1891	512	1891	die, dead	1			ba- and ka- are just different prefixes, the root is /ʔa/	
1891	kaa(ĕ)	mati	die		Enggano Barohia	Helfrich & Pieters 1891	512	1891	die, dead	1			ba- and ka- are just different prefixes, the root is /ʔa/	
1894	cáa	mati	die		Enggano	Modigliani 1894	512	1894	dead	1			ba- and ka- are just different prefixes, the root is /ʔa/	
1895	baaĕ ; kāĕ ; kaaĕ	mati	die		Enggano Pulau Dua 1895	Stockhof 1987	512	1895	dead	3			ba- and ka- are just different prefixes, the root is /ʔa/	
1982	kaʔaoa	mati	die		Enggano	Capell 1982	512	1982	die	1			ba- and ka- are just different prefixes, the root is /ʔa/	
1987	ka-ʔao	mati	die		Enggano	Kähler 1987	512	1987K	die	1			ba- and ka- are just different prefixes, the root is /ʔa/	
1987	kaqa	mati	die		Enggano Malakoni	Kasim et al. 1987	512	1987	die	1			ba- and ka- are just different prefixes, the root is /ʔa/	
1987	kaqa	mati	die		Enggano Banjar Sari	Kasim et al. 1987	512	1987	die	1			ba- and ka- are just different prefixes, the root is /ʔa/	
2011	ba-ʔa ; ka-ʔa	mati	die		Enggano Meok	Yoder 2011	512	2011	die, dead	2			ba- and ka- are just different prefixes, the root is /ʔa/	
2019	ka'a ; [ho] ba'a	mati	die		Enggano Elicitation	Aron 2019	512	2019	die, dead	2	'ho' means 'already'	<w><m>ho</m> <def>means 'already'</def></w>	ba- and ka- are just different prefixes, the root is /ʔa/	
1894	[o]panené caá	mati	die		Enggano	Modigliani 1894	513	1894	die	1				
1895	[hŏ]panènèĕ	mati	die		Enggano Pulau Dua 1895	Stockhof 1987	513	1895	dead	1				
1987	ka-kudu	mati	die		Enggano	Kähler 1987	514	1987K	die	1				
1891	fakoetèk	perbedaan	difference		Enggano Kèfoe	Helfrich & Pieters 1891	515	1891	difference	1				
1891	pakoetèk	perbedaan	difference		Enggano Barohia	Helfrich & Pieters 1891	515	1891	difference	1				
1891	afiaka	sulit/sukar/susah	difficult		Enggano Kèfoe	Helfrich & Pieters 1891	516	1891	difficult	1				
1891	apiaka	sulit/sukar/susah	difficult		Enggano Barohia	Helfrich & Pieters 1891	516	1891	difficult	1				
1891	koekoek²wĕ	sulit/sukar/susah	difficult		Enggano Kèfoe	Helfrich & Pieters 1891	517	1891	difficult	1				
1891	koekoek²wĕ	sulit/sukar/susah	difficult		Enggano Barohia	Helfrich & Pieters 1891	517	1891	difficult	1				
1891	homai	menggali	dig		Enggano Kèfoe	Helfrich & Pieters 1891	518	1891	dig	1				
1891	homai	menggali	dig		Enggano Barohia	Helfrich & Pieters 1891	518	1891	dig	1				
1895	homainŏk	menggali	dig		Enggano Pulau Dua 1895	Stockhof 1987	518	1895	dig	1				
1891	inoi	menggali	dig		Enggano Kèfoe	Helfrich & Pieters 1891	519	1891	dig	1				
1891	inoi	menggali	dig		Enggano Barohia	Helfrich & Pieters 1891	519	1891	dig	1				
1895	mainŏk	menggali	dig		Enggano Pulau Dua 1895	Stockhof 1987	519	1895	dig	1				
1987	Enam	menggali	dig		Enggano Malakoni	Kasim et al. 1987	519	1987	dig	1				
1987	Enam	menggali	dig		Enggano Banjar Sari	Kasim et al. 1987	519	1987	dig	1				
2011	ʔeno	menggali	dig		Enggano Meok	Yoder 2011	519	2011	dig	1				
2019	kahino	menggali	dig		Enggano Elicitation	Aron 2019	519	2019	dig	1				
1895	mŏhŏmŏ(k)	menggali	dig		Enggano Pulau Dua 1895	Stockhof 1987	520	1895	dig	1				
2011	pɘk	menggali lubang	dig a hole		Enggano Meok	Yoder 2011	521	2011	dig a hole	1				
2019	pėk	menggali lubang	dig a hole		Enggano Elicitation	Aron 2019	521	2019	dig a hole	1				
2011	nomeʔ	mengorek-orek lubang	dig out a hole		Enggano Meok	Yoder 2011	522	2011	dig out a hole	1				
1891	kabahöjak	rajin	diligent		Enggano Kèfoe	Helfrich & Pieters 1891	523	1891	diligent	1				
1891	kabahöjak	rajin	diligent		Enggano Barohia	Helfrich & Pieters 1891	523	1891	diligent	1				
1891	kiediediekĕ	rajin	diligent		Enggano Kèfoe	Helfrich & Pieters 1891	524	1891	diligent	1				
1891	kiediediekĕ	rajin	diligent		Enggano Barohia	Helfrich & Pieters 1891	524	1891	diligent	1				
2011	ki-didik	rajin	diligent		Enggano Meok	Yoder 2011	524	2011	diligent	1				
2019	kididik	rajin	diligent		Enggano Elicitation	Aron 2019	524	2019	diligent	1				
1888	ènè hĕ	simpur	Dillenia tree		Enggano	Helfrich 1888	525	1888	Dillenia tree	1				
1891	ènèhè	simpur	Dillenia tree		Enggano Kèfoe	Helfrich & Pieters 1891	525	1891	Dillenia tree	1				
1891	ènèhè	simpur	Dillenia tree		Enggano Barohia	Helfrich & Pieters 1891	525	1891	Dillenia tree	1				
1891	kakè labaĕ	redup	dim (a.)		Enggano Kèfoe	Helfrich & Pieters 1891	526	1891	dim (a.)	1				
1891	kakè rabaĕ	redup	dim (a.)		Enggano Barohia	Helfrich & Pieters 1891	526	1891	dim (a.)	1				
2011	kaʔ-kaluʔ	kumal	dingy		Enggano Meok	Yoder 2011	527	2011	dingy	1				kumal
2019	ka'karu	kumal	dingy		Enggano Elicitation	Aron 2019	527	2019	dingy	1				kumal
1891	ok²ok² tjitĕ	arah	direction		Enggano Kèfoe	Helfrich & Pieters 1891	528	1891	direction	1				
1891	ok²ok² tjitĕ	arah	direction		Enggano Barohia	Helfrich & Pieters 1891	528	1891	direction	1				
1891	èhèlo	kotor	dirty		Enggano Kèfoe	Helfrich & Pieters 1891	529	1891	dirty	1				<re><lang>BI</lang> <def>jorok</def></re>
1891	èhèlo	kotor	dirty		Enggano Barohia	Helfrich & Pieters 1891	529	1891	dirty	1				<re><lang>BI</lang> <def>jorok</def></re>
1987	yoroq	kotor	dirty		Enggano Malakoni	Kasim et al. 1987	529	1987	dirty	1				<re><lang>BI</lang> <def>jorok</def></re>
1987	yoroq	kotor	dirty		Enggano Banjar Sari	Kasim et al. 1987	529	1987	dirty	1				<re><lang>BI</lang> <def>jorok</def></re>
1891	kalifolifo	kotor	dirty		Enggano Kèfoe	Helfrich & Pieters 1891	530	1891	dirty	1				
1891	kalipolipo	kotor	dirty		Enggano Barohia	Helfrich & Pieters 1891	530	1891	dirty	1				
2011	kahten	menjijikkan	disgusting		Enggano Meok	Yoder 2011	531	2011	disgusting	1				
1894	cheòba ehapi	tidak suka	dislike	feelings	Enggano	Modigliani 1894	532	1894	dislike	1	lit. 'not like'	lit. 'not like'		
1855	kieno	menyelam	dive		Enggano Northwest?	vd Straten & S. 1855	533	1855vdS	dive	1				
1891	kino	menyelam	dive		Enggano Kèfoe	Helfrich & Pieters 1891	533	1891	dive	1				
1891	kino	menyelam	dive		Enggano Barohia	Helfrich & Pieters 1891	533	1891	dive	1				
1987	k-ĩnõ	menyelam	dive		Enggano	Kähler 1987	533	1987K	dive	1				
2011	ki-nok	menyelam	dive		Enggano Meok	Yoder 2011	533	2011	dive	1				
2019	kakinok	menyelam	dive		Enggano Elicitation	Aron 2019	533	2019	dive	1				
1891	fakanoijak²	dibagi (matematika)	divided (math)		Enggano Kèfoe	Helfrich & Pieters 1891	534	1891	divided (math)	1				
1891	fakanoijak²	dibagi (matematika)	divided (math)		Enggano Barohia	Helfrich & Pieters 1891	534	1891	divided (math)	1				
1891	faköwa	perceraian	divorce	activities	Enggano Kèfoe	Helfrich & Pieters 1891	535	1891	divorce	1				
1891	paköwa	perceraian	divorce	activities	Enggano Barohia	Helfrich & Pieters 1891	535	1891	divorce	1				
1894	capacoa	perceraian	divorce	activities	Enggano	Modigliani 1894	535	1894	divorce	1				
1895	fakoewĕ ; pakoewĕ	perceraian	divorce	activities	Enggano Pulau Dua 1895	Stockhof 1987	535	1895	divorce	2				
1891	kitaköa	bercerai	divorced		Enggano Kèfoe	Helfrich & Pieters 1891	536	1891	divorced	1				
1891	kipaköa	bercerai	divorced		Enggano Barohia	Helfrich & Pieters 1891	536	1891	divorced	1				
1891	kafoehĕ èoeloe	pusing	dizzy		Enggano Kèfoe	Helfrich & Pieters 1891	537	1891	dizzy	1				
1891	kapoeho èoedoe	pusing	dizzy		Enggano Barohia	Helfrich & Pieters 1891	537	1891	dizzy	1				
1855	peparè-e-tjé	melakukan	do/make	activities	Enggano South?	v. Rosenberg 1855	538	1855vR	do/make	1				
1855	pafrioe	melakukan	do/make	activities	Enggano Northwest?	vd Straten & S. 1855	538	1855vdS	do/make	1				
1864	papa rèie	melakukan	do/make	activities	Enggano North	Walland 1864	538	1864	do/make	1				
1891	fafarik	melakukan	do/make	activities	Enggano Kèfoe	Helfrich & Pieters 1891	538	1891	do/make	1				
1891	paparik	melakukan	do/make	activities	Enggano Barohia	Helfrich & Pieters 1891	538	1891	do/make	1				
1894	parì	melakukan	do/make	activities	Enggano	Modigliani 1894	538	1894	do/make	1				
1895	părīk [kaoewĕ]	melakukan	do/make	activities	Enggano Pulau Dua 1895	Stockhof 1987	538	1895	do/make	1	the meaning is 'make peace' but it literally means 'do good'	the meaning is 'make peace' but it literally means 'do good'		
1987	abu-hui	melakukan	do/make	activities	Enggano	Kähler 1987	538	1987K	do/make	1				
2011	pa-riʔ	melakukan	do/make	activities	Enggano Meok	Yoder 2011	538	2011	do/make	1				
2019	pari	melakukan	do/make	activities	Enggano Elicitation	Aron 2019	538	2019	do/make	1				
1987	kabuhui	melakukan	do/make		Enggano	Kähler 1987	539	1987K	do/make	1				
1987	ʔobu	melakukan	do/make		Enggano	Kähler 1987	540	1987K	do/make	1				
2011	ʔɘm	melakukan	do/make		Enggano Meok	Yoder 2011	540	2011	do/make	1	imperative	imperative		
2019	ėb	melakukan	do/make		Enggano Elicitation	Aron 2019	540	2019	do/make	1				
1855	tawejo wejo ; wéo wéo	anjing	dog	animals	Enggano South?	v. Rosenberg 1855	541	1855vR	dog	2	first word means 'dog', second word means 'bird'	<w><m>tawejo wejo</m> <def> means 'dog'</def></w> ; <w><m>wéo wéo</m> <def>  means 'bird'</def></w>	general meaning 'animal'?	
1855	beo beo	anjing	dog	animals	Enggano Northwest?	vd Straten & S. 1855	541	1855vdS	snake, hill myna (Gracula enganensis), cat	1			general meaning 'animal'?	
1864	bé-oh	anjing	dog	animals	Enggano North	Walland 1864	541	1864	dog	1			general meaning 'animal'?	
1870	ebeo	anjing	dog	animals	Enggano	Francis 1870	541	1870	cat	1			general meaning 'animal'?	
1879	ebéo	anjing	dog	animals	Enggano	Oudemans 1879	541	1879	cat	1			general meaning 'animal'?	
1888	bèo ; bèo(-)bèo	anjing	dog	animals	Enggano	Helfrich 1888	541	1888	dog	2	first word means 'dog', second word means 'cat'	<w><m>bèo</m> <def> means 'dog'</def></w> ; <w><m>bèo(-)bèo</m> <def>  means 'cat'</def></w>	general meaning 'animal'?	
1891	èbèo	anjing	dog	animals	Enggano Kèfoe	Helfrich & Pieters 1891	541	1891	animal, dog, cat	1			general meaning 'animal'?	
1891	èmèo	anjing	dog	animals	Enggano Barohia	Helfrich & Pieters 1891	541	1891	animal, dog, cat	1			general meaning 'animal'?	
1894	ebèo	anjing	dog	animals	Enggano	Modigliani 1894	541	1894	dog, cat	1			general meaning 'animal'?	
1895	bèo	anjing	dog	animals	Enggano Pulau Dua 1895	Stockhof 1987	541	1895	animal, cat, dog	1			general meaning 'animal'?	
1987	e-beo	anjing	dog	animals	Enggano	Kähler 1987	541	1987K	dog	1			general meaning 'animal'?	
1987	bĒĒ	anjing	dog	animals	Enggano Malakoni	Kasim et al. 1987	541	1987	dog	1			general meaning 'animal'?	
1987	bĒĒ	anjing	dog	animals	Enggano Banjar Sari	Kasim et al. 1987	541	1987	dog	1			general meaning 'animal'?	
2011	be	anjing	dog	animals	Enggano Meok	Yoder 2011	541	2011	dog	1			general meaning 'animal'?	
2019	ebed	anjing	dog	animals	Enggano Elicitation	Aron 2019	541	2019	dog	1			general meaning 'animal'?	
2023	be	anjing	dog	animals	Contemporary Enggano	Zakaria et al. 2023	541	2023	dog	1			general meaning 'animal'?	
<1855	wafoh	anjing	dog	animals	Enggano	Brouwer <1855	542	<1855	dog	1				
