ID	Cognate ID	Year	Given as	Common transcription	Common transcription tokenised	IPA phonemic transcription	IPA phonmeic transcription tokenised	Indonesian	English	Original English gloss in source	Doculect info	Sources	Note for each year	Note for Cognate ID	Crossreference	PAN etymon	PAN English gloss	PAN source	PMP etymon	PMP English gloss	PMP source	Etymological sources	Concepticon gloss	Semantic field	Concepticon	Number of Cognates
1270	225	1864	hordjie	hOrjii	h O r j ii	hɔrd͡ʒiː	h ɔ r d͡ʒ iː	sabuk	belt		Enggano North	Walland 1864	NA	unclear if these words are related	NA	NA	NA	NA	NA	NA	NA	NA	BELT	Clothing and grooming	https://concepticon.clld.org/parameters/772	5
1271	225	1987	eʔokodo	e'okodo	e ' o k o d o	eʔokodo	e ʔ o k o d o	sabuk	belt	women's apron	Enggano	Kähler 1987	NA	unclear if these words are related	NA	NA	NA	NA	NA	NA	NA	NA	BELT	Clothing and grooming	https://concepticon.clld.org/parameters/772	5
1272	225	2011	kudiʔ	kudi'	k u d i '	kudiʔ	k u d i ʔ	sabuk	belt		Enggano Meok	Yoder 2011	NA	unclear if these words are related	NA	NA	NA	NA	NA	NA	NA	NA	BELT	Clothing and grooming	https://concepticon.clld.org/parameters/772	5
1273	225	2019	kudi	kudi	k u d i	kudi	k u d i	sabuk	belt		Enggano Elicitation	Aron 2019	NA	unclear if these words are related	NA	NA	NA	NA	NA	NA	NA	NA	BELT	Clothing and grooming	https://concepticon.clld.org/parameters/772	5
1274	225	2023	kudi'	kudi'	k u d i '	kudiʔ	k u d i ʔ	sabuk	belt		Contemporary Enggano	Zakaria et al. 2023	NA	unclear if these words are related	NA	NA	NA	NA	NA	NA	NA	NA	BELT	Clothing and grooming	https://concepticon.clld.org/parameters/772	5
1275	226	2011	bakaʔaur	baka'a:ur	b a k a ' a:u r	bakaʔaur	b a k a ʔ au r	Bengkulu	Bengkulu		Enggano Meok	Yoder 2011	NA	Where is the modern word from?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1276	226	2019	baka'aur	baka'aur	b a k a ' a u r	bakaʔaur	b a k a ʔ a u r	Bengkulu	Bengkulu		Enggano Elicitation	Aron 2019	NA	Where is the modern word from?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1277	227	1891	foeroekoewĕ	furukuwė	f u r u k u w ė	furukuwə	f u r u k u w ə	daun sirih	betel leaf (Piper betle)		Enggano Kèfoe	Helfrich & Pieters 1891	lit. 'leaf of tree?'	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
1278	227	1891	poeroekoewo	purukuwo	p u r u k u w o	purukuwo	p u r u k u w o	daun sirih	betel leaf (Piper betle)		Enggano Barohia	Helfrich & Pieters 1891	lit. 'leaf of tree?'	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
1279	227	1895	foeroekoewĕ	furukuwė	f u r u k u w ė	furukuwə	f u r u k u w ə	daun sirih	betel leaf (Piper betle)	betel	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
1280	227	2019	puru' [tiri]	puru' [tiri]	p u r u ' # [ t i r i ]	puruʔ [tiri]	p u r u ʔ # [ t i r i ]	daun sirih	betel leaf (Piper betle)		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4
1281	228	1888	kakorowaha	kakorowaha	k a k o r o w a h a	kakorowaha	k a k o r o w a h a	lebih baik	better		Enggano	Helfrich 1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1282	229	1891	ĕboeĕ farouk²wĕ	ėbuė faro:u'wė	ė b u ė # f a r o:u ' w ė	əbuə farɔuʔwə	ə b u ə # f a r ɔu ʔ w ə	awas	beware		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAREFUL	Basic actions and technology	https://concepticon.clld.org/parameters/2758	1
1283	229	1891	ĕboeĕ farouk²wĕ	ėbuė faro:u'wė	ė b u ė # f a r o:u ' w ė	əbuə farɔuʔwə	ə b u ə # f a r ɔu ʔ w ə	awas	beware		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CAREFUL	Basic actions and technology	https://concepticon.clld.org/parameters/2758	1
1284	230	2011	ʔanɨʔ	'anu̇'	' a n u̇ '	ʔanɨʔ	ʔ a n ɨ ʔ	di luar Pulau Enggano	beyond Enggano		Enggano Meok	Yoder 2011	NA	NA	cf. unknown islands	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1285	230	2019	hio'nė'	hio'nė'	h i o ' n ė '	hioʔnәʔ	h i o ʔ n ә ʔ	di luar Pulau Enggano	beyond Enggano		Enggano Elicitation	Aron 2019	NA	NA	cf. unknown islands	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
1286	231	1870	aieje	aiiye	a ii y e	aiːje	a iː j e	besar	big		Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1287	231	1879	a-ieje	a'iye	a ' i y e	aʔije	a ʔ i j e	besar	big		Enggano	Oudemans 1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1288	231	1891	adèijĕ	ade:iyė	a d e:i y ė	adɛijə	a d ɛi j ə	besar	big		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1289	231	1891	adèijĕ	ade:iyė	a d e:i y ė	adɛijə	a d ɛi j ə	besar	big		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1290	231	1895	adèījĕ	adEiyė	a d E i y ė	adɛijə	a d ɛ i j ə	besar	big	great, big	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1291	231	1982	adeijə	adEiyė	a d E i y ė	adɛijə	a d ɛ i j ə	besar	big		Enggano	Capell 1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1292	231	1987	a͜iʔĩã	a:i'ĩã	a: i ' ĩ ã	a͜iʔĩã	a͜ i ʔ ĩ ã	besar	big		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1293	232	1894	amuho	amuho	a m u h o	amuho	a m u h o	besar	big		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1294	232	1895	amoehŏ	amuhO	a m u h O	amuhɔ	a m u h ɔ	besar	big	great, big	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1295	232	1979	amuh	amuh	a m u h	amuh	a m u h	besar	big		Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1296	232	1982	ʔamũhõ	'amũhõ	' a m ũ h õ	ʔamũhɔ͂	ʔ a m ũ h ɔ͂	besar	big		Enggano	Capell 1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1297	232	1987	ʔãmũhõ	'ãmũhõ	' ã m ũ h õ	ʔãmũhɔ͂	ʔ ã m ũ h ɔ͂	besar	big	big, grown-up, very	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1298	232	1987	amuh	amuh	a m u h	amuh	a m u h	besar	big		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1299	232	1987	amuh	amuh	a m u h	amuh	a m u h	besar	big		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1300	232	2011	ʔamuh	'amuh	' a m u h	ʔamuh	ʔ a m u h	besar	big		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1301	232	2019	amuh	amuh	a m u h	amuh	a m u h	besar	big		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	6
1302	233	1895	kakoeka	kakuka	k a k u k a	kakuka	k a k u k a	besar	big	great, big	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	cf. von Rosenberg (1855) Kepoe-taïgoeka 'big island'	NA	NA	NA	NA	NA	NA	NA	BIG	Spatial relations	https://concepticon.clld.org/parameters/1202	1
1303	234	1894	ena ua	ena ua	e n a # u a	ena ua	e n a # u a	jempol kaki	big toe		Enggano	Modigliani 1894	NA	lit. 'mother of foot'	NA	NA	NA	NA	NA	NA	NA	NA	TOE	The body	https://concepticon.clld.org/parameters/1389	4
1304	234	1987	enãẽ uae	enãẽ uae	e n ã ẽ # u a e	enãẽ uae	e n ã ẽ # u a e	jempol kaki	big toe		Enggano	Kähler 1987	NA	lit. 'mother of foot'	NA	NA	NA	NA	NA	NA	NA	NA	TOE	The body	https://concepticon.clld.org/parameters/1389	4
1305	234	2011	naua	na:ua	n a:u a	naua	n au a	jempol kaki	big toe		Enggano Meok	Yoder 2011	NA	lit. 'mother of foot'	NA	NA	NA	NA	NA	NA	NA	NA	TOE	The body	https://concepticon.clld.org/parameters/1389	4
1306	234	2019	nawa	nawa	n a w a	nawa	n a w a	jempol kaki	big toe		Enggano Elicitation	Aron 2019	NA	lit. 'mother of foot'	NA	NA	NA	NA	NA	NA	NA	NA	TOE	The body	https://concepticon.clld.org/parameters/1389	4
1307	235	1870	eke-èfe	eke'Efe	e k e ' E f e	ekeʔɛfe	e k e ʔ ɛ f e	burung	bird		Enggano	Francis 1870	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1308	235	1879	eke-èfe	eke'Efe	e k e ' E f e	ekeʔɛfe	e k e ʔ ɛ f e	burung	bird		Enggano	Oudemans 1879	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1309	235	1891	kèèf(ĕ)	kEEf(ė)	k E E f ( ė )	kɛɛf(ə)	k ɛ ɛ f ( ə )	burung	bird		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1310	235	1891	kèèfa	kEEfa	k E E f a	kɛɛfa	k ɛ ɛ f a	burung	bird		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1311	235	1894	cheèpa	keEpa	k e E p a	keɛpa	k e ɛ p a	burung	bird	bird, aquatic animal	Enggano	Modigliani 1894	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1312	235	1895	kèèfa ; kèèfè	kEEfa ; kEEfE	k E E f a # ; # k E E f E	kɛɛfa ; kɛɛfɛ	k ɛ ɛ f a # ; # k ɛ ɛ f ɛ	burung	bird		Enggano Pulau Dua 1895	Stockhof 1987	kèèfa  means 'bird' ; kèèfè   means 'pigeon, fighting cock'	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1313	235	1979	ekeep	ekeep	e k ee p	ekeːp	e k eː p	burung	bird		Enggano	Amran et al. 1979	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1314	235	1982	kēfə ; ekeʔa̲pa̲	keefė ; EkE'apa	k ee f ė # ; # E k E ' a p a	keːfə ; ɛkɛʔapa	k eː f ə # ; # ɛ k ɛ ʔ a p a	burung	bird		Enggano	Capell 1982	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1315	235	1987	ekẽʔẽpã	ekẽ'ẽpã	e k ẽ ' ẽ p ã	ekẽʔẽpã	e k ẽ ʔ ẽ p ã	burung	bird		Enggano	Kähler 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1316	235	1987	kEqEp	kE'Ep	k E ' E p	kɛʔɛp	k ɛ ʔ ɛ p	burung	bird	bird, animal	Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1317	235	1987	kEqEp	kE'Ep	k E ' E p	kɛʔɛp	k ɛ ʔ ɛ p	burung	bird	bird, animal	Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1318	235	2011	keʔep	kE'Ep	k E ' E p	kɛʔɛp	k ɛ ʔ ɛ p	burung	bird		Enggano Meok	Yoder 2011	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1319	235	2019	ke'ep	ke'ep	k e ' e p	keʔep	k e ʔ e p	burung	bird		Enggano Elicitation	Aron 2019	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1320	235	2023	ke'ep	ke'ep	k e ' e p	keʔep	k e ʔ e p	burung	bird		Contemporary Enggano	Zakaria et al. 2023	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/31811"" target=""_blank"">kapak</a>	flap the wings	ACD	Edwards 2015:94-97	BIRD	Animals	https://concepticon.clld.org/parameters/937	11
1321	236	1888	kahabĕ	kahabė	k a h a b ė	kahabə	k a h a b ə	jaring burung	bird-catching net		Enggano	Helfrich 1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NET (FOR CATCHING)	Basic actions and technology	https://concepticon.clld.org/parameters/2653	3
1322	236	1894	ecahaba	ekahaba	e k a h a b a	ekahaba	e k a h a b a	jaring burung	bird-catching net		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NET (FOR CATCHING)	Basic actions and technology	https://concepticon.clld.org/parameters/2653	3
1323	236	1987	ekahaba	ekahaba	e k a h a b a	ekahaba	e k a h a b a	jaring burung	bird-catching net		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NET (FOR CATCHING)	Basic actions and technology	https://concepticon.clld.org/parameters/2653	3
1324	237	1987	eaʔa(ʔa)da	ea'a('a)da	e a ' a ( ' a ) d a	eaʔa(ʔa)da	e a ʔ a ( ʔ a ) d a	kelahiran	birth		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BIRTH (ACCOUCHEMENT)	Basic actions and technology	https://concepticon.clld.org/parameters/2805	1
1325	238	1891	haoe	hau	h a u	hau	h a u	gigit	bite		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1326	238	1891	haoe	hau	h a u	hau	h a u	gigit	bite		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1327	238	1894	hao	ha:o	h a:o	hao	h ao	gigit	bite		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1328	238	1979	ha	ha	h a	ha	h a	gigit	bite		Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1329	238	1987	kixau	kixau	k i x a u	kiçau	k i ç a u	gigit	bite		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1330	238	1987	‘Eha	'Eha	' E h a	ʔɛha	ʔ ɛ h a	gigit	bite		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1331	238	1987	‘Eha	'Eha	' E h a	ʔɛha	ʔ ɛ h a	gigit	bite		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1332	238	2011	(ki-)hau	(ki-)ha:u	( k i - ) h a:u	(ki-)hau	( k i - ) h au	gigit	bite		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1333	238	2019	kihiau	kihiau	k i h i a u	kihiau	k i h i a u	gigit	bite		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	7
1334	239	2011	ka-hiken	ka-hikEn	k a - h i k E n	ka-hikɛn	k a - h i k ɛ n	gigit	bite		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BITE	The body	https://concepticon.clld.org/parameters/1403	1
1335	240	1855	djoha	joha	j o h a	d͡ʒoha	d͡ʒ o h a	pahit	bitter	sour, bitter	Enggano Northwest?	vd Straten & S. 1855	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1336	240	1891	kaarahĕai	kaarahėai	k a a r a h ė a i	kaarahəai	k a a r a h ə a i	pahit	bitter		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1337	240	1891	kaarahĕai	kaarahėai	k a a r a h ė a i	kaarahəai	k a a r a h ə a i	pahit	bitter		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1338	240	1894	cadahóai	kadahoa:i	k a d a h o a:i	kadahoai	k a d a h o ai	pahit	bitter		Enggano	Modigliani 1894	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1339	240	1895	kaarahĕai	kaarahėai	k a a r a h ė a i	kaarahəai	k a a r a h ə a i	pahit	bitter		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1340	240	1987	kaʔadahəa͜i	ka'adahu̇a:i	k a ' a d a h u̇ a: i	kaʔadahɨa͜i	k a ʔ a d a h ɨ a͜ i	pahit	bitter		Enggano	Kähler 1987	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1341	240	2011	kaʔ-dɨhɨ̯ai	ka'-du̇hu̯̇a:i	k a ' - d u̇ h u̇ ̯ a:i	kaʔ-dɨhɨai	k a ʔ - d ɨ h ɨ ai	pahit	bitter		Enggano Meok	Yoder 2011	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1342	240	2019	ka'dėhua(i)	ka'dėhua(i)	k a ' d ė h u a ( i )	kaʔdәhua(i)	k a ʔ d ә h u a ( i )	pahit	bitter		Enggano Elicitation	Aron 2019	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1343	240	2023	kadėhai	kadėhai	k a d ė h a i	kadәhai	k a d ә h a i	pahit	bitter		Contemporary Enggano	Zakaria et al. 2023	NA	NA	cf. sour	NA	NA	NA	NA	NA	NA	NA	BITTER	Sense perception	https://concepticon.clld.org/parameters/887	8
1344	241	1855	keloeloe	kElulu	k E l u l u	kɛlulu	k ɛ l u l u	hitam	black		Enggano Northwest?	vd Straten & S. 1855	not sure if this word is related to the others	NA	NA				*<a href=""https://acd.clld.org/cognatesets/27819"" target=""_blank"">qitəm</a>	black	ACD	Kähler 1987:72	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	3
1345	241	1864	kahèlo-èloh	kahElO'Elo	k a h E l O ' E l o	kahɛlɔʔɛlo	k a h ɛ l ɔ ʔ ɛ l o	hitam	black		Enggano North	Walland 1864	NA	NA	NA				*<a href=""https://acd.clld.org/cognatesets/27819"" target=""_blank"">qitəm</a>	black	ACD	Kähler 1987:72	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	3
1346	241	1987	kahedo	kahedo	k a h e d o	kahedo	k a h e d o	hitam	black	black, dark	Enggano	Kähler 1987	NA	NA	NA				*<a href=""https://acd.clld.org/cognatesets/27819"" target=""_blank"">qitəm</a>	black	ACD	Kähler 1987:72	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	3
1347	242	1864	khah-khoh	khah'kho	k h a h ' k h o	khahʔkho	k h a h ʔ k h o	hitam	black		Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1348	242	1870	ka akohe	ka akoe	k a # a k o e	ka akoe	k a # a k o e	hitam	black		Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1349	242	1891	kaakoho	kaakoho	k a a k o h o	kaakoho	k a a k o h o	hitam	black		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1350	242	1891	kaakoho	kaakoho	k a a k o h o	kaakoho	k a a k o h o	hitam	black		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1351	242	1895	kaākŏhŏ	kaakOhO	k aa k O h O	kaːkɔhɔ	k aː k ɔ h ɔ	hitam	black		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1352	242	1979	kaakehe	kaakehe	k aa k e h e	kaːkehe	k aː k e h e	hitam	black		Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1353	242	1982	kaakoho	kaakOhO	k a a k O h O	kaakɔhɔ	k a a k ɔ h ɔ	hitam	black		Enggano	Capell 1982	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1354	242	1987	kaʔakõhõ	ka'akõhõ	k a ' a k õ h õ	kaʔakɔ͂hɔ͂	k a ʔ a k ɔ͂ h ɔ͂	hitam	black	black, dark	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1355	242	1987	kaqk'eh	ka'k'eh	k a ' k ' e h	kaʔkʔeh	k a ʔ k ʔ e h	hitam	black		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1356	242	1987	kaqk'eh	ka'k'eh	k a ' k ' e h	kaʔkʔeh	k a ʔ k ʔ e h	hitam	black		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1357	242	2011	kaʔ-kɘ̃h	ka'-kė̃h	k a ' - k ė ̃ h	kaʔ-kə̃h	k a ʔ - k ə ̃ h	hitam	black		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1358	242	2019	ka'kėh	ka'kėh	k a ' k ė h	kaʔkәh	k a ʔ k ә h	hitam	black		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1359	242	2023	kakė̃h	kakė̃h	k a k ė ̃ h	kakә̃h	k a k ә ̃ h	hitam	black		Contemporary Enggano	Zakaria et al. 2023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	10
1360	243	1894	caani	kaani	k a a n i	kaani	k a a n i	hitam	black		Enggano	Modigliani 1894	NA	relationship between these words unclear	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	3
1361	243	1895	kahièhiè	kahiEhiE	k a h i E h i E	kahiɛhiɛ	k a h i ɛ h i ɛ	hitam	black		Enggano Pulau Dua 1895	Stockhof 1987	NA	relationship between these words unclear	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	3
1362	243	1987	kaʔũʔũĩ ; kãʔã͜uĩ	ka'ũ'ũĩ ; kã'ã:uĩ	k a ' ũ ' ũ ĩ # ; # k ã ' ã: u ĩ	kaʔũʔũĩ ; kãʔã͜uĩ	k a ʔ ũ ʔ ũ ĩ # ; # k ã ʔ ã͜ u ĩ	hitam	black		Enggano	Kähler 1987	NA	relationship between these words unclear	NA	NA	NA	NA	NA	NA	NA	NA	BLACK	Sense perception	https://concepticon.clld.org/parameters/163	3
