ID	Cognate_ID	Year	Original_Form	Orthography	Ortho_Segments	IPA	IPA_Segments	Indonesian	English	English_Original	Doculect	Sources	Note_for_Year	Note_for_Cognate	Crossreference	PAN_Etymon	PAN_English	PAN_Source	PMP_Etymon	PMP_English	PMP_Source	Etymology_Source	Concepticon_Gloss	Semantic_Field	Concepticon	Number_of_Cognates
873	76	1895	èoebadiê	Eubadiė	E u b a d i ė	ɛubadiə	ɛ u b a d i ə	rumah	house		Enggano Pulau Dua 1895	Stockhof 1987	èoebadiê  means 'box, case'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
874	76	1916	èoeba	Euba	E u b a	ɛuba	ɛ u b a	rumah	house	house, home, chest, suitcase	Enggano	Helfrich 1916	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
875	76	1916	èoebĕ	Eubė	E u b ė	ɛubə	ɛ u b ə	rumah	house	house, home, chest, suitcase	Enggano	Helfrich 1916	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
876	76	1979	yuba	yuba	y u b a	juba	j u b a	rumah	house		Enggano	Amran et al. 1979	yuba  is used in compounds like yuba kakadiye 'round house'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
877	76	1979	yub	yub	y u b	jub	j u b	rumah	house		Enggano	Amran et al. 1979	yub   is used in isolation	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
878	76	1982	uba	uba	u b a	uba	u b a	rumah	house		Enggano	Capell 1982	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
879	76	1987	euba	euba	e u b a	euba	e u b a	rumah	house		Enggano	Kähler 1987	euba  means 'house, container, nest'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
880	76	1987	euabai	euabai	e u a b a i	euabai	e u a b a i	rumah	house		Enggano	Kähler 1987	euabai   means 'coffin, closed container'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
881	76	2011	iub	iub	i u b	iub	i u b	rumah	house		Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
882	76	2019	yu	yu	y u	ju	j u	rumah	house		Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
883	77	<1855	oeloe	ulu	u l u	ulu	u l u	kepala	head		Enggano	Brouwer <1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
884	77	1855	oeloe	ulu	u l u	ulu	u l u	kepala	head		Enggano South?	v. Rosenberg 1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
885	77	1855	oeloe	ulu	u l u	ulu	u l u	kepala	head		Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
886	77	1864	oeloe	ulu	u l u	ulu	u l u	kepala	head		Enggano North	Walland 1864	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
887	77	1870	e_oeloe	e_ulu	e _ u l u	e_ulu	e _ u l u	kepala	head		Enggano	Francis 1870	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
888	77	1878	ulu	ulu	u l u	ulu	u l u	kepala	head		Enggano Northwest	v. Rosenberg 1878	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
889	77	1879	é_oeloe	e_ulu	e _ u l u	e_ulu	e _ u l u	kepala	head		Enggano	Oudemans 1879	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
890	77	1891	èoeloe	Eulu	E u l u	ɛulu	ɛ u l u	kepala	head		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
891	77	1891	èoedoe	Eudu	E u d u	ɛudu	ɛ u d u	kepala	head		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
892	77	1894	euru	euru	e u r u	euru	e u r u	kepala	head		Enggano	Modigliani 1894	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
893	77	1895	èoeloe	Eulu	E u l u	ɛulu	ɛ u l u	kepala	head		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
894	77	1895	èoedoe	Eudu	E u d u	ɛudu	ɛ u d u	kepala	head		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
895	77	1979	hyur	hyur	h y u r	hjur	h j u r	kepala	head		Enggano	Amran et al. 1979	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
896	77	1982	ulu	ulu	u l u	ulu	u l u	kepala	head		Enggano	Capell 1982	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
897	77	1982	udu	udu	u d u	udu	u d u	kepala	head		Enggano	Capell 1982	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
898	77	1987	e-udu	e-udu	e - u d u	e-udu	e - u d u	kepala	head		Enggano	Kähler 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
899	77	1987	Eyu	Eyu	E y u	ɛju	ɛ j u	kepala	head		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
900	77	1987	Eyurup	Eyurup	E y u r u p	ɛjurup	ɛ j u r u p	kepala	head		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
901	77	2011	iur	iur	i u r	iur	i u r	kepala	head		Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
902	77	2019	yur	yur	y u r	jur	j u r	kepala	head		Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	The body	https://concepticon.clld.org/parameters/1256	15
903	78	1879	ietebe	itebe	i t e b e	itebe	i t e b e	di atas	above		Enggano	Oudemans 1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
904	78	1891	itèbè	itEbE	i t E b E	itɛbɛ	i t ɛ b ɛ	di atas	above		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
905	78	1891	itèbè	itEbE	i t E b E	itɛbɛ	i t ɛ b ɛ	di atas	above		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
906	78	1894	itcébe	itcebe	i t c e b e	itt͡ʃebe	i t t͡ʃ e b e	di atas	above		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
907	78	1895	itèbè	itEbE	i t E b E	itɛbɛ	i t ɛ b ɛ	di atas	above		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
908	78	1895	dèbè	dEbE	d E b E	dɛbɛ	d ɛ b ɛ	di atas	above		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
909	78	1987	itebe	itebe	i t e b e	itebe	i t e b e	di atas	above		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
910	78	1987	idebe	idebe	i d e b e	idebe	i d e b e	di atas	above		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
911	78	2011	ʔi-tem	'i-tEm	' i - t E m	ʔi-tɛm	ʔ i - t ɛ m	di atas	above		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
912	78	2019	iteb	iteb	i t e b	iteb	i t e b	di atas	above		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	7
913	79	1987	yapaua	yapaua	y a p a u a	japaua	j a p a u a	di atas	above		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ABOVE	Spatial relations	https://concepticon.clld.org/parameters/1741	1
914	80	2019	bak_kareb	bak_kareb	b a k _ k a r e b	bak_kareb	b a k _ k a r e b	abses	abscess		Enggano Elicitation	Aron 2019	NA	Mod. loanword from Minang?	cf. Malay barah	NA	NA	NA	NA	NA	NA	NA	BOIL (OF SKIN)	The body	https://concepticon.clld.org/parameters/793	1
915	81	2011	ken	kEn	k E n	kɛn	k ɛ n	abses	abscess		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BOIL (OF SKIN)	The body	https://concepticon.clld.org/parameters/793	1
916	82	1894	echienia	ekienia	e k i e n i a	ekienia	e k i e n i a	melimpah	abundant		Enggano	Modigliani 1894	NA	connection unclear	NA	NA	NA	NA	NA	NA	NA	NA	RICH	Possession	https://concepticon.clld.org/parameters/712	2
917	82	1987	kikəʔəka	kiku̇'u̇ka	k i k u̇ ' u̇ k a	kikɨʔɨka	k i k ɨ ʔ ɨ k a	melimpah	abundant	overfilled	Enggano	Kähler 1987	NA	connection unclear	NA	NA	NA	NA	NA	NA	NA	NA	RICH	Possession	https://concepticon.clld.org/parameters/712	2
918	83	1891	aoenak²_èabaa	auna'_Eabaa	a u n a ' _ E a b a a	aunaʔ_ɛabaa	a u n a ʔ _ ɛ a b a a	kecelakaan	accident		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
919	83	1891	aoenak²_èabaa	auna'_Eabaa	a u n a ' _ E a b a a	aunaʔ_ɛabaa	a u n a ʔ _ ɛ a b a a	kecelakaan	accident		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
920	84	1891	pakoekoe	pakuku	p a k u k u	pakuku	p a k u k u	seberang	across	about	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ACROSS	Spatial relations	https://concepticon.clld.org/parameters/2670	2
921	84	1891	pakoekoe	pakuku	p a k u k u	pakuku	p a k u k u	seberang	across	about	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ACROSS	Spatial relations	https://concepticon.clld.org/parameters/2670	2
922	84	1987	pakũkũ_hĩ	pakũkũ_hĩ	p a k ũ k ũ _ h ĩ	pakũkũ_hĩ	p a k ũ k ũ _ h ĩ	seberang	across		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ACROSS	Spatial relations	https://concepticon.clld.org/parameters/2670	2
923	85	1894	coda	koda	k o d a	koda	k o d a	mengadopsi anak	adopt a child		Enggano	Modigliani 1894	likely a derivative of ara 'child', perhaps corresponding to Kähler hо̄ baʔara 'already have a child'	NA	cf. give birth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
924	85	1987	kaʔara	ka'ara	k a ' a r a	kaʔara	k a ʔ a r a	mengadopsi anak	adopt a child		Enggano	Kähler 1987	NA	NA	cf. give birth	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
925	86	1888	fanema	fanema	f a n e m a	fanema	f a n e m a	kapak	adze		Enggano	Helfrich 1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ADZE	Basic actions and technology	https://concepticon.clld.org/parameters/290	4
926	86	1891	fanĕma	fanėma	f a n ė m a	fanəma	f a n ə m a	kapak	adze		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ADZE	Basic actions and technology	https://concepticon.clld.org/parameters/290	4
927	86	1891	panĕma	panėma	p a n ė m a	panəma	p a n ə m a	kapak	adze		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ADZE	Basic actions and technology	https://concepticon.clld.org/parameters/290	4
928	86	1987	epanõmãʔã	epanõmã'ã	e p a n õ m ã ' ã	epanɔ͂mãʔã	e p a n ɔ͂ m ã ʔ ã	kapak	adze		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ADZE	Basic actions and technology	https://concepticon.clld.org/parameters/290	4
929	87	1888	kanik	kanik	k a n i k	kanik	k a n i k	takut	afraid		Enggano	Helfrich 1888	""kanik"" belongs to Helfrich's ""first dialect""	NA	NA	NA	NA	NA	NA	NA	NA	NA	FEAR (BE AFRAID)	Emotions and values	https://concepticon.clld.org/parameters/1419	1
930	88	1888	maho	maho	m a h o	maho	m a h o	takut	afraid		Enggano	Helfrich 1888	""maho"" belongs to Helfrich's ""second dialect""	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	Lafeber 1922:21	FEAR (BE AFRAID)	Emotions and values	https://concepticon.clld.org/parameters/1419	6
931	88	1891	kahok²	kaho'	k a h o '	kahoʔ	k a h o ʔ	takut	afraid		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	Lafeber 1922:21	FEAR (BE AFRAID)	Emotions and values	https://concepticon.clld.org/parameters/1419	6
932	88	1891	kahok²	kaho'	k a h o '	kahoʔ	k a h o ʔ	takut	afraid		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	Lafeber 1922:21	FEAR (BE AFRAID)	Emotions and values	https://concepticon.clld.org/parameters/1419	6
933	88	1894	coeue	koeue	k o e u e	koeue	k o e u e	takut	afraid		Enggano	Modigliani 1894	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	Lafeber 1922:21	FEAR (BE AFRAID)	Emotions and values	https://concepticon.clld.org/parameters/1419	6
934	88	1987	kahãhõ	kahãhõ	k a h ã h õ	kahãhɔ͂	k a h ã h ɔ͂	takut	afraid		Enggano	Kähler 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	Lafeber 1922:21	FEAR (BE AFRAID)	Emotions and values	https://concepticon.clld.org/parameters/1419	6
935	88	2011	kããh	kããh	k ã ã h	kããh	k ã ã h	takut	afraid		Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	Lafeber 1922:21	FEAR (BE AFRAID)	Emotions and values	https://concepticon.clld.org/parameters/1419	6
936	88	2019	kã'ãh	kã'ãh	k ã ' ã h	kãʔãh	k ã ʔ ã h	takut	afraid		Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	*<a href=""https://acd.clld.org/cognatesets/30377"" target=""_blank"">takut</a>	fear	ACD	Lafeber 1922:21	FEAR (BE AFRAID)	Emotions and values	https://concepticon.clld.org/parameters/1419	6
937	89	1987	ahō	ahoo	a h o o	ahoː	a h oː	setelah	after		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AFTER	Spatial relations	https://concepticon.clld.org/parameters/1685	1
938	90	1895	kèkiĕ_abŏdō	kEkiė_abOdoo	k E k i ė _ a b O d o o	kɛkiə_abɔdoː	k ɛ k i ə _ a b ɔ d oː	akhirat	afterlife		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
939	91	1895	kodanŏŏ	kOdanOO	k O d a n O O	kɔdanɔː	k ɔ d a n ɔː	akhirat	afterlife		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
940	92	1895	kodāpākāhā	kOdaapaakaahaa	k O d a a p a a k a a h a a	kɔdaːpaːkaːhaː	k ɔ d aː p aː k aː h aː	akhirat	afterlife		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
941	93	1891	apoi	apo:i	a p o:i	apɔi	a p ɔi	sore	afternoon		Enggano Kèfoe	Helfrich & Pieters 1891	NA	3 p.m.	cf. evening	*<a href=""https://acd.clld.org/cognatesets/27923"" target=""_blank"">Rabiqi</a>	late afternoon	ACD	*<a href=""https://acd.clld.org/cognatesets/27923#s-9029"" target=""_blank"">Rabiqi</a>	late afternoon	ACD	Krauße	AFTERNOON	Time	https://concepticon.clld.org/parameters/1807	1
942	93	1891	apoi	apo:i	a p o:i	apɔi	a p ɔi	sore	afternoon		Enggano Barohia	Helfrich & Pieters 1891	NA	3 p.m.	cf. evening	*<a href=""https://acd.clld.org/cognatesets/27923"" target=""_blank"">Rabiqi</a>	late afternoon	ACD	*<a href=""https://acd.clld.org/cognatesets/27923#s-9029"" target=""_blank"">Rabiqi</a>	late afternoon	ACD	Krauße	AFTERNOON	Time	https://concepticon.clld.org/parameters/1807	1
943	94	1891	kahainoafè	kahainoafE	k a h a i n o a f E	kahainoafɛ	k a h a i n o a f ɛ	lagi	again		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AGAIN	Time	https://concepticon.clld.org/parameters/204	2
944	94	1891	kahainoafè	kahainoafE	k a h a i n o a f E	kahainoafɛ	k a h a i n o a f ɛ	lagi	again		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AGAIN	Time	https://concepticon.clld.org/parameters/204	2
945	94	1987	kahinũãpẽ	kahinũãpẽ	k a h i n ũ ã p ẽ	kahinũãpẽ	k a h i n ũ ã p ẽ	lagi	again		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AGAIN	Time	https://concepticon.clld.org/parameters/204	2
946	95	1894	nuchi_pecaia	nuki_peka:ia	n u k i _ p e k a:i a	nuki_pekaia	n u k i _ p e k ai a	lagi	again		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	AGAIN	Time	https://concepticon.clld.org/parameters/204	1
947	96	1891	kièèo	kiEEo	k i E E o	kiɛɛo	k i ɛ ɛ o	lincah	agile		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
948	96	1891	kièèo	kiEEo	k i E E o	kiɛɛo	k i ɛ ɛ o	lincah	agile		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
