ID	Cognate ID	Year	Given as	Common transcription	IPA phonemic transcription	Indonesian	English	Original English gloss in source	Semantic field	Doculect info	Sources	Note for each year	Note for Cognate ID	Crossreference	PAN etymon	PAN English gloss	PAN source	PMP etymon	PMP English gloss	PMP source	Etymological sources	Concepticon gloss	Concepticon	Number of Cognates
750	72	1894	caca	kaka	kaka	orang	person		people	Enggano	Modigliani 1894	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
751	72	1895	èhāhā(k)	Ehaahaa'	ɛhaːhaːʔ	orang	person	man, mankind, people	people	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
752	72	1979	ekake	ekake	ekake	orang	person		people	Enggano	Amran et al. 1979	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
753	72	1982	kakak ; (e)kaka	kakak ; (E)kaka	kakak ; (ɛ)kaka	orang	person		people	Enggano	Capell 1982	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
754	72	1987	etaka ; ekaka	etaka ; ekaka	etaka ; ekaka	orang	person		people	Enggano	Kähler 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
755	72	1987	kakh	kakʰ	kakʰ	orang	person		people	Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
756	72	1987	kakh	kakʰ	kakʰ	orang	person		people	Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
757	72	2011	kak	kak	kak	orang	person		people	Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
758	72	2019	ekak	ekak	ekak	orang	person		people	Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(aNak i) qaRta</a>	slave	ACD	*<a href=""https://acd.clld.org/cognatesets/24834#s-230"" target=""_blank"">(anak i) qaRta</a>	slave	ACD	Edwards 2015:98, Nothofer 1994:403, Mahdi 1988:58,412, Blust 1972	PERSON	https://concepticon.clld.org/parameters/683	14
759	73	<1855	tafoeloe	tafulu	tafulu	sepuluh	ten		numerals	Enggano	Brouwer <1855	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
760	73	1855	tahapoeloe	tahapulu	tahapulu	sepuluh	ten		numerals	Enggano South?	v. Rosenberg 1855	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
761	73	1855	tapoeloe	tapulu	tapulu	sepuluh	ten		numerals	Enggano Northwest?	vd Straten & S. 1855	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
762	73	1864	kapoeloe	kapulu	kapulu	sepuluh	ten		numerals	Enggano North	Walland 1864	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
763	73	1870	kahafoeloe	kahafulu	kahafulu	sepuluh	ten		numerals	Enggano	Francis 1870	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
764	73	1878	tahapulu	tahapulu	tahapulu	sepuluh	ten		numerals	Enggano Northwest	v. Rosenberg 1878	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
765	73	1879	kahafoeloe	kahafulu	kahafulu	sepuluh	ten		numerals	Enggano	Oudemans 1879	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
766	73	1894	kahafúlo	kahafulo	kahafulo	sepuluh	ten		numerals	Enggano	Modigliani 1894	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
767	73	1895	kāāfoeroe	kaafuru	kaːfuru	sepuluh	ten		numerals	Enggano Pulau Dua 1895	Stockhof 1987	NA	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
768	73	1987	kahapudu	kahapudu	kahapudu	sepuluh	ten		numerals	Enggano	Kähler 1987	obsolete variant of kĩpãʔãũʔũ	loanword sapuluh	NA	*<a href=""https://acd.clld.org/cognatesets/30154#s-6905"" target=""_blank"">sa-puluq</a>	ten	ACD	*<a href=""https://acd.clld.org/cognatesets/30154#s-6906"" target=""_blank"">sa-ŋa-puluq</a>	ten	ACD	Edwards 2015:94-97, ACD 8563	TEN	https://concepticon.clld.org/parameters/1515	9
769	74	1855	tahapoeloe alima	tahapulu alima	tahapulu alima	lima belas	fifteen		numerals	Enggano South?	v. Rosenberg 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIFTEEN	https://concepticon.clld.org/parameters/1709	5
770	74	1864	kapoeloe aliebah	kapulu aliibah	kapulu aliːbah	lima belas	fifteen		numerals	Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIFTEEN	https://concepticon.clld.org/parameters/1709	5
771	74	1870	kahafoeloe é aliema	kahafulu e aliima	kahafulu e aliːma	lima belas	fifteen		numerals	Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIFTEEN	https://concepticon.clld.org/parameters/1709	5
772	74	1878	tahapulu-alieba	tahapulu-aliba	tahapulu-aliba	lima belas	fifteen		numerals	Enggano Northwest	v. Rosenberg 1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIFTEEN	https://concepticon.clld.org/parameters/1709	5
773	74	1894	cahafúlo alíme	kahafulo alime	kahafulo alime	lima belas	fifteen		numerals	Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FIFTEEN	https://concepticon.clld.org/parameters/1709	5
774	75	1855	oeá	ua	ua	saya	I		pronouns	Enggano South?	v. Rosenberg 1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
775	75	1855	oewa	uwa	uwa	saya	I		pronouns	Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
776	75	1864	oewah	uwah	uwah	saya	I		pronouns	Enggano North	Walland 1864	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
777	75	1870	oewa	uwa	uwa	saya	I		pronouns	Enggano	Francis 1870	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
778	75	1878	ua	ua	ua	saya	I		pronouns	Enggano Northwest	v. Rosenberg 1878	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
779	75	1879	oewa	uwa	uwa	saya	I		pronouns	Enggano	Oudemans 1879	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
780	75	1888	[hè]oewĕ	[hE]uwė	[hɛ]uwə	saya	I		pronouns	Enggano	Helfrich 1888	lit. 'and I'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
781	75	1891	oewĕ ; ouwĕ	uwė ; o:uwė	uwə ; ɔuwə	saya	I		pronouns	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
782	75	1891	oewĕ ; ouwĕ	uwė ; o:uwė	uwə ; ɔuwə	saya	I		pronouns	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
783	75	1894	ua	ua	ua	saya	I		pronouns	Enggano	Modigliani 1894	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
784	75	1895	oewā	uwaa	uwaː	saya	I	I, we (inclusive)	pronouns	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
785	75	1979	u ; iyeeh	u ; iyeeh	u ; ijeːh	saya	I		pronouns	Enggano	Amran et al. 1979	apparently first word low register, second word high register	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
786	75	1982	ʔua	'ua	ʔua	saya	I	I, oneself	pronouns	Enggano	Capell 1982	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
787	75	1987	ʔua	'ua	ʔua	saya	I		pronouns	Enggano	Kähler 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
788	75	1987	ūū	uu	uː	saya	I		pronouns	Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
789	75	1987	ūū	uu	uː	saya	I		pronouns	Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
790	75	2011	ʔu	'u	ʔu	saya	I		pronouns	Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
791	75	2019	u	u	u	saya	I		pronouns	Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	*<a href=""https://acd.clld.org/cognatesets/24792"" target=""_blank"">aku</a>	I (1sg)	ACD	Lafeber 1922:26, Edwards 2015:97-98	I	https://concepticon.clld.org/parameters/1209	12
792	76	<1855	djoeba[-beri-berri] ; joeba	juba[-bEri-bErri] ; yuba	d͡ʒuba[-bɛri-bɛrri] ; juba	rumah	house		human objects	Enggano	Brouwer <1855	djoeba[-beri-berri] means 'ship' ; joeba means 'village'__[-beri-berri] in ""djoeba[-beri-berri]"" unclear  but cf. boat	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
793	76	1855	joewa	yuwa	juwa	rumah	house		human objects	Enggano South?	v. Rosenberg 1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
794	76	1855	tjoeba ; djoeba	cuba ; juba	t͡ʃuba ; d͡ʒuba	rumah	house		human objects	Enggano Northwest?	vd Straten & S. 1855	tjoeba  means 'boat' ; djoeba   means 'village'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
795	76	1864	oebah ; oebah[-dobah]	ubah ; ubah['dObah]	ubah ; ubah[ʔdɔbah]	rumah	house		human objects	Enggano North	Walland 1864	oebah means 'house' ; oebah[-dobah] means 'box'__[-dobah] in ""oebah[-dobah]"" means 'thing'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
796	76	1870	oeba ; eoeba [kiemo] ; oeba [ejobie]	uba ; euba [kiimo] ; uba [e:iobii]	uba ; euba [kiːmo] ; uba [ɛiobiː]	rumah	house		human objects	Enggano	Francis 1870	oeba  means 'house' ; eoeba [kiemo]  means 'sailboat' ; oeba [ejobie] means 'steamboat'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
797	76	1878	ubah	ubah	ubah	rumah	house		human objects	Enggano Northwest	v. Rosenberg 1878	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
798	76	1879	oeba ; eoeba[-kiemo]	uba ; euba['kimO]	uba ; euba[ʔkimɔ]	rumah	house		human objects	Enggano	Oudemans 1879	oeba  means 'house' ; eoeba[-kiemo]   means 'ship',  literally means 'house of the sea'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
799	76	1888	èoeba	Euba	ɛuba	rumah	house	house, cage	human objects	Enggano	Helfrich 1888	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
800	76	1891	èoebĕ	Eubė	ɛubə	rumah	house	house, chest, place	human objects	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
801	76	1891	èoeba	Euba	ɛuba	rumah	house	house, chest, place	human objects	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
802	76	1894	èuba	Euba	ɛuba	rumah	house		human objects	Enggano	Modigliani 1894	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
803	76	1895	èoba ; èobĕ ; èoeba ; èoebadiê	EOba ; EObė ; Euba ; Eubadiė	ɛɔba ; ɛɔbə ; ɛuba ; ɛubadiə	rumah	house		human objects	Enggano Pulau Dua 1895	Stockhof 1987	èoba  means 'house' ; èobĕ means 'house' ; èoeba  means 'proa, canoe, case for cloth' ; èoebadiê  means 'box, case'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
804	76	1916	èoeba ; èoebĕ	Euba ; Eubė	ɛuba ; ɛubə	rumah	house	house, home, chest, suitcase	human objects	Enggano	Helfrich 1916	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
805	76	1979	yuba ; yub	yuba ; yub	juba ; jub	rumah	house		human objects	Enggano	Amran et al. 1979	yuba  is used in compounds like yuba kakadiye 'round house' ; yub   is used in isolation	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
806	76	1982	uba	uba	uba	rumah	house		human objects	Enggano	Capell 1982	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
807	76	1987	euba ; euabai	euba ; euabai	euba ; euabai	rumah	house		human objects	Enggano	Kähler 1987	euba  means 'house, container, nest' ; euabai   means 'coffin, closed container'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
808	76	2011	iub	iub	iub	rumah	house		human objects	Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
809	76	2019	yu	yu	ju	rumah	house		human objects	Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	https://concepticon.clld.org/parameters/1252	17
810	77	<1855	oeloe	ulu	ulu	kepala	head		body parts	Enggano	Brouwer <1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/27867"" target=""_blank"">quluh</a>	head	ACD	*<a href=""https://acd.clld.org/cognatesets/27867#s-4674"" target=""_blank"">qulu</a>	head	ACD	Lafeber 1922:23, Edwards 2015:94-97, ACD 4673	HEAD	https://concepticon.clld.org/parameters/1256	15
